penetration_rate,spend_per_consumer,adult_share,addressable_channel_share,achievable_share,tam_usd,sam_usd,som_usd
0.10233760492275609,224.09485712974498,0.6989754249597465,0.41111619168875596,0.02883782341453414,13140148926.391695,5402127984.8412485,155785612.88956508
0.07112648533971021,243.65348591208917,0.6947593290070969,0.501836424137179,0.027778180610667374,9869828520.443409,4953039451.546464,137586424.45681855
0.12979954974151614,299.88285262682,0.6589174025623478,0.47139819874240524,0.02001377686705167,21024565983.555508,9910942533.988913,198355392.41742575
0.09052225309114746,340.31291329815554,0.6272818346933156,0.472895503015103,0.015362173707527993,15840458100.459251,7490881401.406341,115076221.31089492
0.11103014343871559,310.66915848510513,0.7113971472344583,0.5219469049360096,0.035221334748860855,20115109606.129894,10499019201.368093,369789469.8261034
0.09349865480764682,245.14842405003927,0.6613544754426182,0.4356703582157966,0.02083888333179055,12426247723.740334,5413747797.080178,112816458.73109193
0.10352749302329547,156.06454108503874,0.6484619539343925,0.5475056180334156,0.027247294722717315,8588467564.347767,4702234241.778168,128123162.24098292
0.10483581349171402,338.71064559302806,0.6786939760612699,0.5128555192143649,0.03121348198856197,19755305623.893936,10131617522.980587,316243061.0685534
0.08579682228282967,422.5331767666113,0.7192979738855185,0.5881332746796631,0.021624308054513777,21375294003.479103,12571521659.506731,271850457.0791658
0.13830088998857235,351.53969904378016,0.6228595479859184,0.47813207802708324,0.027191605726931183,24823368813.632965,11868848914.495022,322733060.1154638
0.11818958826303902,284.0799515609623,0.7004111194351428,0.6221104794415654,0.01696814957626135,19277205595.517788,11992551615.321198,203491409.60980475
0.13349985566847522,379.943810632853,0.6829997678612711,0.5118415550975296,0.03632156962401724,28398275529.65536,14535417509.18692,527949179.074092
0.12824507129233514,276.4280793637855,0.6714520076598398,0.6154035844116622,0.01511578183397041,19512326680.975063,12007955779.683367,181509639.83765784
0.10746236847977879,294.3453768640868,0.6981622209494188,0.3848959801713634,0.024042029882764077,18102610779.53977,6967622119.651648,167515779.2124729
0.13124990820299873,286.70155584690906,0.731056833861182,0.5393606512517245,0.02556284858176692,22550254177.640995,12162719779.144367,310913764.056729
0.07784861359845381,282.15726856947833,0.6524449667170482,0.559159307538819,0.03029004636460677,11747819154.59672,6568902423.575577,198972358.974682
0.0865619710245479,342.92399537706495,0.6415182897150814,0.3989162335062905,0.01738294200726171,15610086032.182198,6227116724.667277,108245608.89734077
0.07276002508139921,294.64625614663834,0.7197553033547751,0.5123542041351464,0.024084160899209776,12648816232.911903,6480674174.265299,156081599.54835892
0.09422264149284434,261.1394068680566,0.6910424501297899,0.5555934494408634,0.02161336326369556,13938102608.878529,7743918507.12752,167372123.77900207
0.09740639307500973,250.34026379614843,0.6724971189685741,0.5094537180678133,0.021849254071966008,13442493578.25276,6848328333.543571,149630865.72783706
0.0912547038761532,188.36854651573216,0.6830614123825052,0.40358741986927527,0.03002275399869097,9624864868.056555,3884474378.6893773,116622618.68560912
0.12223885433170457,304.20203449991266,0.6983177593785889,0.5325484178072684,0.011567617703499459,21286081190.286236,11335868859.20399,131128997.3002763
0.09583729867187149,244.70213936675526,0.7011823283677932,0.40221935618426263,0.029373977159877024,13479523325.363201,5421725193.598338,159257632.00388741
0.09180195331853958,226.00804535467898,0.7209980845218653,0.5593694327268097,0.030763079168651373,12262560818.930998,6859301689.063436,211013240.90232256
0.10463627411920531,317.1291158876843,0.6715689420541304,0.39400611603858315,0.03333764378983914,18267546817.105835,7197525170.960852,239948530.31789392
0.08252392527756088,322.4918518246735,0.6593374327067892,0.42863130512376535,0.027042253724266614,14383931233.826845,6165403217.565693,166726398.12182122
0.12016522856452858,337.5717984896181,0.6884896334045499,0.4612647364331893,0.022249689699029462,22893575303.340992,10559998978.308954,234956700.48944238
0.0763823782536961,290.8850155179223,0.6706309761461242,0.5215531847484571,0.023865627632638626,12214322366.034409,6370418729.549556,152034041.26341653
0.14231828239925,376.4934347517054,0.684756485122767,0.6173834318698115,0.036309639181508556,30076375431.835438,18568655882.311447,674221195.172325
0.11798596341969601,393.02176225355527,0.6709917571375115,0.4228150284480961,0.032687960058652134,25505589696.043472,10784146632.918087,352511754.40347433
0.08674652226968996,350.88349244155626,0.6428479805841313,0.4301364156587149,0.02444252952549341,16039637015.081062,6899231974.133817,168634681.23099402
0.06445865693286315,313.6741681940563,0.6750541206057835,0.47883775786447125,0.034938217033486624,11188447851.641775,5357451283.263708,187179795.68099886
0.12118292915729903,258.83527548573744,0.6930319135864723,0.5641504874736578,0.031074177569148407,17819248566.154297,10052737765.010225,312380558.36601186
0.11368000615796138,420.5074755680576,0.7040922662344385,0.4950013547308667,0.033328451285264245,27590439938.883636,13657305147.368011,455176829.2920434
0.1150791216631718,253.39879361233181,0.6769409859668991,0.4703016085158963,0.028055953598514635,16181662289.168661,7610261803.057042,213513152.0191167
